-0.0217747,0.00306529,0,0.990034,-0.00162895,-0.00182667,0.140808
-0.019761,0.00610088,0,0.990062,-0.0022264,-0.0023491,0.140598
-0.0199912,0.0082105,0,0.99008,-0.00321101,-0.0034381,0.140426
-0.0205375,0.0082178,0,0.990099,-0.00365073,-0.00360147,0.140277
-0.0189365,0.00883215,0,0.990194,-0.00397073,-0.00396659,0.139589
-0.0185277,0.00971601,0,0.990268,-0.00380012,-0.00421363,0.139059
-0.0193164,0.00973298,0,0.990299,-0.00394436,-0.00433003,0.13883
-0.0194327,0.00963522,0,0.990397,-0.00399586,-0.00416759,0.138129
-0.0185822,0.00976612,0,0.990504,-0.00394189,-0.00427577,0.137359
-0.0170936,0.00941501,0,0.990603,-0.00396569,-0.0044218,0.136641
-0.0171095,0.00901919,0,0.990667,-0.00406226,-0.00473778,0.136164
-0.0171776,0.00921532,0,0.990749,-0.00421767,-0.00476207,0.135561
-0.017283,0.00883079,0,0.990845,-0.00433272,-0.00473578,0.134855
-0.0175283,0.00871768,0,0.990926,-0.00452239,-0.00471524,0.134251
-0.0181804,0.00908598,0,0.991033,-0.00447905,-0.00504323,0.133449
-0.0182959,0.00861802,0,0.991137,-0.00446686,-0.00529406,0.132661
-0.0187174,0.00826589,0,0.99122,-0.00454521,-0.00521279,0.13204
-0.0188664,0.00803024,0,0.991335,-0.00440638,-0.00528461,0.131174
-0.017024,0.00836589,0,0.991475,-0.004549,-0.00515837,0.130119
-0.0163062,0.00961432,0,0.991597,-0.00460084,-0.00534387,0.12917
-0.0177685,0.00830455,0,0.991689,-0.0045632,-0.00542062,0.128466
-0.0182309,0.00771643,0,0.991838,-0.00471948,-0.00504339,0.127315
-0.0171735,0.00848438,0,0.992038,-0.00510472,-0.00326869,0.125792
-0.0159162,0.00823955,0,0.992194,-0.00516155,0.00172554,0.124587
-0.0153149,0.00771132,0,0.992364,-0.00485188,0.00837643,0.122966
-0.0147057,0.00781863,0,0.992484,-0.00444264,0.0144744,0.121433
-0.015659,0.00802712,0,0.992627,-0.00383848,0.0192064,0.119613
-0.0157016,0.00978453,0,0.992878,-0.00350309,0.0205284,0.117301
-0.0147848,0.0108469,0,0.993199,-0.00297312,0.019259,0.114784
-0.0163699,0.00956556,0,0.993427,-0.00242207,0.0166509,0.113222
-0.0194495,0.00770522,0,0.993692,-0.00192779,0.0136308,0.111293
-0.0243969,0.00769427,0,0.994025,-0.00162531,0.0100123,0.10868
-0.0300752,0.00950615,0,0.994243,-0.00154437,0.00655421,0.106933
-0.0143229,0.0119372,0,0.994675,-0.00156686,0.00359654,0.102985
-0.0145147,0.0123063,0,0.995079,-0.00221312,0.0022749,0.0990367
-0.0228766,0.0136706,0,0.995219,-0.00364098,0.0041589,0.0975153
-0.0306043,0.0111068,0,0.995351,-0.00513702,0.0080314,0.0958457
-0.0342625,0.0104066,0,0.995566,-0.00700257,0.0137599,0.0927948
-0.0345794,0.011598,0,0.995759,-0.00855452,0.0213462,0.089078
-0.0332251,0.0161663,0,0.995929,-0.00944794,0.0270507,0.0854703
-0.0346495,0.0211067,0,0.99605,-0.00966373,0.03353,0.0816514
-0.0348411,0.0262215,0,0.996092,-0.00920884,0.0406417,0.0778762
-0.0292042,0.0302919,0,0.996091,-0.00877856,0.0469553,0.0743088
-0.0162905,0.0361426,0,0.996279,-0.00820302,0.0505193,0.069338
-0.0115382,0.0415312,0,0.996668,-0.00722063,0.0495628,0.064377
-0.0124149,0.0448948,0,0.997193,-0.00572584,0.0456629,0.059066
-0.00487634,0.0486711,0,0.997837,-0.00378807,0.0397666,0.0522057
0.00108308,0.0507722,0,0.99832,-0.00227237,0.0332713,0.0473884
0.000879128,0.0567639,0,0.998726,-0.000928748,0.0278167,0.0420838
-0.00343386,0.0669161,0,0.999035,0.000569455,0.02336,0.0371904
-0.00484752,0.0763733,0,0.999259,0.000859695,0.0201676,0.0327826
-0.00761559,0.0773405,0,0.999475,-0.000130242,0.0180929,0.0268909
-0.00379908,0.0777296,0,0.999658,-0.00204419,0.0136721,0.0221843
0.0241635,0.0850228,0,0.999822,-0.00381072,0.00637678,0.0173552
0.035153,0.0899751,0,0.999886,-0.00499596,-0.00264728,0.0140162
0.0435415,0.0952661,0,0.999873,-0.00483263,-0.0119647,0.00934323
0.0494784,0.0975899,0,0.999733,-0.00345687,-0.0220682,0.00590674
0.0526058,0.106512,0,0.999551,-0.00145925,-0.0299166,0.000976947
0.0562334,0.118945,0,0.999345,0.00112464,-0.0357845,-0.00521873
0.0645767,0.121872,0,0.999303,0.00229816,-0.0365054,-0.00747394
0.0640361,0.118138,0,0.99938,0.00174854,-0.0336592,-0.0101329
0.0600669,0.122607,0,0.999521,0.000218413,-0.0280437,-0.0130566
0.0645999,0.128047,0,0.999645,-0.00143648,-0.0216957,-0.0153775
0.0576308,0.130356,0,0.999858,-0.00144461,-0.00905426,-0.0141289
0.059955,0.138623,0,0.999903,-0.00433682,0.00172665,-0.0131543
0.0633839,0.145221,0,0.999706,-0.00257566,0.0172583,-0.0168605
0.0632267,0.14237,0,0.998883,-0.00288253,0.0430059,-0.0193609
0.058401,0.136283,0,0.998092,-0.0106589,0.0576652,-0.0193484
0.0505978,0.127897,0,0.997012,-0.0285057,0.0694199,-0.0183186
0.0433758,0.11929,0,0.996315,-0.0365859,0.0753518,-0.0184562
0.0339695,0.108969,0,0.995853,-0.0438353,0.0776067,-0.018238
0.0331139,0.108471,0,0.996163,-0.0451105,0.0723732,-0.0196819
0.0296536,0.107322,0,0.996897,-0.0425015,0.0627571,-0.0212331
0.0292478,0.107753,0,0.997719,-0.0376468,0.0514056,-0.0223039
0.0345167,0.106566,0,0.998432,-0.0312181,0.0398251,-0.0239352
0.0374155,0.105574,0,0.998818,-0.0261341,0.0318324,-0.0258161
0.0382843,0.105496,0,0.999195,-0.0190484,0.0219385,-0.0276661
0.038267,0.10611,0,0.999388,-0.013957,0.0155307,-0.0280743
0.0383507,0.106711,0,0.999479,-0.010101,0.0109506,-0.0286338
0.0406842,0.108947,0,0.999483,-0.007538,0.00817389,-0.0301564
0.0394589,0.10823,0,0.999484,-0.00569463,0.00624434,-0.0309884
0.0385708,0.109365,0,0.99948,-0.00425803,0.0048629,-0.0315887
0.038957,0.112891,0,0.999452,-0.00344158,0.00392553,-0.032676
0.0394319,0.112751,0,0.999427,-0.00276701,0.00318068,-0.0335809
0.0398787,0.113487,0,0.999405,-0.00221334,0.00249693,-0.0343198
