0.0255196,0.000898614,0.0398563
0.0212629,-0.00190518,0.0413266
0.0102723,-0.0091392,0.0454872
0.00729356,-0.0111323,0.046636
-0.00145963,-0.0172894,0.0500391
-0.00856101,-0.0226562,0.0527633
-0.0144514,-0.0278368,0.0547807
-0.0184386,-0.0321633,0.0562475
-0.0211415,-0.0356765,0.057058
-0.0231374,-0.0388466,0.057499
-0.0246077,-0.0416606,0.0575158
-0.0258532,-0.0447474,0.0572505
-0.0263348,-0.0466072,0.0571014
-0.026081,-0.0484714,0.0565601
-0.0251743,-0.0493416,0.0562043
-0.0239458,-0.0500452,0.0559707
-0.0216542,-0.0505292,0.0555903
-0.0191231,-0.0505533,0.0549777
-0.0172752,-0.0504418,0.0545191
-0.0161527,-0.05041,0.0542497
-0.0154086,-0.050474,0.0540666
-0.0146014,-0.0506654,0.0538712
-0.0135917,-0.0509911,0.0536769
-0.0124463,-0.0513834,0.0535117
-0.0107341,-0.0519311,0.053329
-0.00837521,-0.0525578,0.0531679
-0.00599964,-0.053124,0.053057
-0.00255492,-0.0538574,0.0529642
0.00177109,-0.0546701,0.0528771
0.00706681,-0.0555522,0.0527791
0.0219159,-0.0574034,0.052253
0.0294123,-0.0581948,0.051809
0.0413648,-0.059405,0.0509708
0.0531983,-0.0605459,0.0500831
0.0644799,-0.0616157,0.0492353
0.0762706,-0.0627283,0.0483695
0.0915846,-0.0641446,0.0472775
0.105751,-0.0653947,0.0462815
0.120154,-0.0665969,0.0452472
0.133097,-0.0676097,0.0442612
0.14775,-0.0686777,0.0430848
0.192817,-0.0713589,0.0393674
0.23739,-0.0728121,0.035943
0.252976,-0.0730282,0.0348199
0.284249,-0.0729534,0.0327008
0.301764,-0.0726559,0.0316404
0.33177,-0.0715929,0.0300858
0.349598,-0.0706111,0.0293649
0.365757,-0.0695874,0.0288742
0.380167,-0.0686117,0.0285202
0.410963,-0.0663986,0.0278964
0.425555,-0.065336,0.0276792
0.44204,-0.0642174,0.027491
0.458587,-0.0632566,0.0273505
0.489951,-0.0616481,0.0271561
0.543662,-0.0588779,0.0270561
0.556641,-0.0583118,0.027079
0.571465,-0.0578597,0.0271312
0.586311,-0.0575755,0.0272149
0.636622,-0.0566321,0.0276791
0.653483,-0.0562722,0.0278539
0.670394,-0.0560269,0.0280435
0.687334,-0.0559137,0.0282665
0.704328,-0.055968,0.028497
0.753722,-0.0563337,0.0290458
0.788108,-0.0567586,0.0293696
0.851544,-0.0574837,0.0302298
0.898294,-0.0575579,0.0310033
0.917898,-0.0576421,0.0313596
0.949383,-0.0580806,0.0319841
1.00665,-0.05895,0.0332968
1.02253,-0.0592772,0.0337044
1.05849,-0.0602822,0.0346115
1.11055,-0.0619083,0.0360351
1.16665,-0.0635847,0.0379306
1.18671,-0.0643885,0.0386785
1.20077,-0.0651979,0.0392062
1.21888,-0.0666488,0.0398699
1.23502,-0.06841,0.0404507
1.25118,-0.0707066,0.0410192
1.26737,-0.0736349,0.0416107
1.2856,-0.0778177,0.0423602
1.30388,-0.0830856,0.0431991
1.31812,-0.0880338,0.0438528
1.3385,-0.0964589,0.0447595
1.35481,-0.104354,0.0454007
1.37315,-0.114438,0.0460284
1.39143,-0.125684,0.0465689
1.40762,-0.136568,0.0470379
1.42371,-0.148159,0.047539
1.44369,-0.16349,0.0482193
1.46345,-0.179535,0.0489919
1.47895,-0.192759,0.0496884
1.49779,-0.209655,0.0506191
1.51396,-0.225127,0.0515513
1.52582,-0.237295,0.0523724
1.53842,-0.251315,0.0534136
1.55121,-0.26721,0.0546929
1.56241,-0.283211,0.0559521
1.57098,-0.297384,0.0570007
1.57826,-0.31142,0.0580139
1.58363,-0.323439,0.0588838
1.58978,-0.339938,0.0602113
1.59317,-0.350851,0.0612129
1.59658,-0.363906,0.0626351
1.59919,-0.375654,0.0642088
1.60121,-0.385944,0.0658636
1.60279,-0.394718,0.0675451
1.60417,-0.402715,0.0693788
1.60539,-0.409438,0.0713425
1.60607,-0.41273,0.0725732
1.60746,-0.417637,0.0754759
1.60811,-0.418875,0.0770323
1.60884,-0.419353,0.0788661
1.60943,-0.419069,0.0803383
1.61014,-0.417998,0.082057
1.61095,-0.415778,0.0840359
1.61161,-0.413265,0.0856133
1.6125,-0.408953,0.0877267
1.61339,-0.403309,0.0899237
1.61521,-0.381007,0.0954604
1.61563,-0.371332,0.0970189
1.6161,-0.359313,0.0986808
1.61646,-0.347764,0.100153
1.6168,-0.335487,0.101635
1.61708,-0.32257,0.103141
1.61736,-0.305694,0.105057
1.61752,-0.291741,0.1066
1.6176,-0.27387,0.108576
1.61756,-0.261116,0.109992
1.61743,-0.246349,0.111658
1.61704,-0.225747,0.114062
1.61648,-0.208691,0.116184
1.6156,-0.189591,0.118637
1.61469,-0.174225,0.120701
1.61356,-0.15878,0.122896
1.61196,-0.141306,0.125516
1.60995,-0.123809,0.128168
1.60718,-0.104383,0.130935
1.60416,-0.0870143,0.13308
1.60101,-0.0717079,0.134678
1.59691,-0.054708,0.13621
1.59223,-0.0380067,0.137585
